pk_l2;pk_l3;un_pk_l3;un_code_l3;classificationDesc;classificationType;typeCode;desc_l3;updateMark;updateMark_TZ
G-LVL02-IDX-0924;G-LVL03-IDX-4967;HS-C-761490;761490;HS;Goods;C;"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0925;G-LVL03-IDX-4968;HS-C-761510;761510;HS;Goods;C;"Aluminium; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0925;G-LVL03-IDX-4969;HS-C-761511;761511;HS;Goods;C;Pot scourers & scouring/polishing pads, gloves & the like, of aluminium;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0925;G-LVL03-IDX-4970;HS-C-761519;761519;HS;Goods;C;Table/kitchen/other h-hold. articles & parts thereof (excl. of 7615.11), of aluminium;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0925;G-LVL03-IDX-4971;HS-C-761520;761520;HS;Goods;C;"Aluminium; sanitary ware and parts thereof";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0926;G-LVL03-IDX-4972;HS-C-761610;761610;HS;Goods;C;"Aluminium; nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0926;G-LVL03-IDX-4973;HS-C-761690;761690;HS;Goods;C;Articles of aluminium, nes;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0926;G-LVL03-IDX-4974;HS-C-761691;761691;HS;Goods;C;"Aluminium; cloth, grill, netting and fencing, of aluminium wire";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0926;G-LVL03-IDX-4975;HS-C-761699;761699;HS;Goods;C;"Aluminium; articles n.e.c. in heading 7616";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0927;G-LVL03-IDX-4976;HS-C-780110;780110;HS;Goods;C;"Lead; unwrought, refined";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0927;G-LVL03-IDX-4977;HS-C-780191;780191;HS;Goods;C;"Lead; unwrought, unrefined, containing by weight antimony as the principal other element";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0927;G-LVL03-IDX-4978;HS-C-780199;780199;HS;Goods;C;"Lead; unwrought, unrefined, not containing by weight antimony as the principal other element";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0928;G-LVL03-IDX-4979;HS-C-780200;780200;HS;Goods;C;"Lead; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0929;G-LVL03-IDX-4980;HS-C-780300;780300;HS;Goods;C;Lead bars, rods, profiles and wire;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0930;G-LVL03-IDX-4981;HS-C-780411;780411;HS;Goods;C;"Lead; sheets, strip and foil, of a thickness (excluding any backing) not exceeding 0.2mm";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0930;G-LVL03-IDX-4982;HS-C-780419;780419;HS;Goods;C;"Lead; plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0930;G-LVL03-IDX-4983;HS-C-780420;780420;HS;Goods;C;"Lead; powders and flakes";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0931;G-LVL03-IDX-4984;HS-C-780500;780500;HS;Goods;C;Lead tubes, pipes and fittings;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0932;G-LVL03-IDX-4985;HS-C-780600;780600;HS;Goods;C;"Lead; articles n.e.c. in chapter 78";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0933;G-LVL03-IDX-4986;HS-C-790111;790111;HS;Goods;C;"Zinc; unwrought, (not alloyed), containing by weight 99.99% or more of zinc";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0933;G-LVL03-IDX-4987;HS-C-790112;790112;HS;Goods;C;"Zinc; unwrought, (not alloyed), containing by weight less than 99.99% of zinc";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0933;G-LVL03-IDX-4988;HS-C-790120;790120;HS;Goods;C;"Zinc; unwrought, alloys";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0934;G-LVL03-IDX-4989;HS-C-790200;790200;HS;Goods;C;"Zinc; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0935;G-LVL03-IDX-4990;HS-C-790310;790310;HS;Goods;C;Zinc dust;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0935;G-LVL03-IDX-4991;HS-C-790390;790390;HS;Goods;C;"Zinc; powders and flakes";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0936;G-LVL03-IDX-4992;HS-C-790400;790400;HS;Goods;C;"Zinc; bars, rods, profiles and wire";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0937;G-LVL03-IDX-4993;HS-C-790500;790500;HS;Goods;C;"Zinc; plates, sheets, strip and foil";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0938;G-LVL03-IDX-4994;HS-C-790600;790600;HS;Goods;C;Zinc tubes, pipes and tube or pipe fittings;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0939;G-LVL03-IDX-4995;HS-C-790700;790700;HS;Goods;C;"Zinc; articles n.e.c. in chapter 79";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0939;G-LVL03-IDX-4996;HS-C-790710;790710;HS;Goods;C;Zinc fabricated building components (gutters,etc);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0939;G-LVL03-IDX-4997;HS-C-790790;790790;HS;Goods;C;Articles of zinc nes;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0940;G-LVL03-IDX-4998;HS-C-800110;800110;HS;Goods;C;"Tin; unwrought, not alloyed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0940;G-LVL03-IDX-4999;HS-C-800120;800120;HS;Goods;C;"Tin; unwrought, alloys";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0941;G-LVL03-IDX-5000;HS-C-800200;800200;HS;Goods;C;"Tin; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0942;G-LVL03-IDX-5001;HS-C-800300;800300;HS;Goods;C;"Tin; bars, rods, profiles and wire";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0943;G-LVL03-IDX-5002;HS-C-800400;800400;HS;Goods;C;Tin plates, sheets and strips, thickness > 0.2 mm;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0944;G-LVL03-IDX-5003;HS-C-800500;800500;HS;Goods;C;Tin foil, tin powders,fl;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0944;G-LVL03-IDX-5004;HS-C-800510;800510;HS;Goods;C;Tin foil (thickness < 0.2 mm);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0944;G-LVL03-IDX-5005;HS-C-800520;800520;HS;Goods;C;Tin powder and flakes;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0945;G-LVL03-IDX-5006;HS-C-800600;800600;HS;Goods;C;Tin pipes or tubes and pipe fittings;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0946;G-LVL03-IDX-5007;HS-C-800700;800700;HS;Goods;C;"Tin; articles n.e.c. in chapter 80";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5008;HS-C-810110;810110;HS;Goods;C;"Tungsten (wolfram); articles thereof, including waste and scrap, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5009;HS-C-810191;810191;HS;Goods;C;Tungsten unwrought, bars/rods simply sintered, scrap;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5010;HS-C-810192;810192;HS;Goods;C;Tungsten profiles, sheet or foil, not simply sintered;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5011;HS-C-810193;810193;HS;Goods;C;Wire, tungsten (wolfram);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5012;HS-C-810194;810194;HS;Goods;C;"Tungsten (wolfram); unwrought, including bars and rods obtained simply by sintering";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5013;HS-C-810195;810195;HS;Goods;C;Tungsten (wolfram) bars & rods (excl. those obt. simply by sintering), prof ...;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5014;HS-C-810196;810196;HS;Goods;C;"Tungsten (wolfram); wire";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5015;HS-C-810197;810197;HS;Goods;C;"Tungsten (wolfram); waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0947;G-LVL03-IDX-5016;HS-C-810199;810199;HS;Goods;C;"Tungsten (wolfram); articles n.e.c. in heading no. 8101";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5017;HS-C-810210;810210;HS;Goods;C;"Molybdenum; articles thereof, including waste and scrap, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5018;HS-C-810291;810291;HS;Goods;C;Molybdenum, unwrought, bars/rods simply sintered,scra;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5019;HS-C-810292;810292;HS;Goods;C;Molybdenum profile/sheet/strip etc not simply sintere;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5020;HS-C-810293;810293;HS;Goods;C;Wire, molybdenum;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5021;HS-C-810294;810294;HS;Goods;C;"Molybdenum; unwrought, including bars and rods obtained simply by sintering";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5022;HS-C-810295;810295;HS;Goods;C;"Molybdenum; bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5023;HS-C-810296;810296;HS;Goods;C;"Molybdenum; wire";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5024;HS-C-810297;810297;HS;Goods;C;"Molybdenum; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0948;G-LVL03-IDX-5025;HS-C-810299;810299;HS;Goods;C;"Molybdenum; articles n.e.c. in heading no. 8102";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0949;G-LVL03-IDX-5026;HS-C-810310;810310;HS;Goods;C;Tantalum unwrought, bars, rods simply sintered, scrap;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0949;G-LVL03-IDX-5027;HS-C-810320;810320;HS;Goods;C;"Tantalum; unwrought, including bars and rods obtained simply by sintering, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0949;G-LVL03-IDX-5028;HS-C-810330;810330;HS;Goods;C;"Tantalum; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0949;G-LVL03-IDX-5029;HS-C-810390;810390;HS;Goods;C;"Tantalum; articles n.e.c. in heading no. 8103";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0949;G-LVL03-IDX-5030;HS-C-810391;810391;HS;Goods;C;"Tantalum; crucibles";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0949;G-LVL03-IDX-5031;HS-C-810399;810399;HS;Goods;C;"Tantalum; articles n.e.c. in heading no. 8103";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0950;G-LVL03-IDX-5032;HS-C-810411;810411;HS;Goods;C;"Magnesium; unwrought, containing at least 99.8% by weight of magnesium";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0950;G-LVL03-IDX-5033;HS-C-810419;810419;HS;Goods;C;"Magnesium; unwrought, containing less than 99.8% by weight of magnesium";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0950;G-LVL03-IDX-5034;HS-C-810420;810420;HS;Goods;C;"Magnesium; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0950;G-LVL03-IDX-5035;HS-C-810430;810430;HS;Goods;C;"Magnesium; raspings, turnings and granules, graded according to size, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0950;G-LVL03-IDX-5036;HS-C-810490;810490;HS;Goods;C;"Magnesium; articles n.e.c. in heading no. 8104";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0951;G-LVL03-IDX-5037;HS-C-810510;810510;HS;Goods;C;Cobalt, unwrought, matte, waste or scrap, powders;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0951;G-LVL03-IDX-5038;HS-C-810520;810520;HS;Goods;C;"Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0951;G-LVL03-IDX-5039;HS-C-810530;810530;HS;Goods;C;"Cobalt; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0951;G-LVL03-IDX-5040;HS-C-810590;810590;HS;Goods;C;"Cobalt; articles n.e.c. in heading no. 8105";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0952;G-LVL03-IDX-5041;HS-C-810600;810600;HS;Goods;C;"Bismuth; articles thereof, including waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0952;G-LVL03-IDX-5042;HS-C-810610;810610;HS;Goods;C;"Bismuth; articles thereof, including waste and scrap, containing more than 99.99% of bismuth, by weight";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0952;G-LVL03-IDX-5043;HS-C-810690;810690;HS;Goods;C;"Bismuth; including articles n.e.c. in heading 8106, including waste and scrap, containing less than or equal to 99.99% of bismuth, by weight";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0953;G-LVL03-IDX-5044;HS-C-810710;810710;HS;Goods;C;Cadmium, unwrought, waste or scrap, powders;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0953;G-LVL03-IDX-5045;HS-C-810720;810720;HS;Goods;C;"Cadmium; unwrought, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0953;G-LVL03-IDX-5046;HS-C-810730;810730;HS;Goods;C;"Cadmium; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0953;G-LVL03-IDX-5047;HS-C-810790;810790;HS;Goods;C;"Cadmium; other than unwrought, n.e.c. in heading no. 8107";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0954;G-LVL03-IDX-5048;HS-C-810810;810810;HS;Goods;C;Titanium, unwrought, waste or scrap, powders;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0954;G-LVL03-IDX-5049;HS-C-810820;810820;HS;Goods;C;"Titanium; unwrought, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0954;G-LVL03-IDX-5050;HS-C-810830;810830;HS;Goods;C;"Titanium; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0954;G-LVL03-IDX-5051;HS-C-810890;810890;HS;Goods;C;"Titanium; other than unwrought, n.e.c. in heading no. 8108";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5052;HS-C-810910;810910;HS;Goods;C;Zirconium, unwrought, waste or scrap, powders;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5053;HS-C-810920;810920;HS;Goods;C;"Zirconium; unwrought, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5054;HS-C-810921;810921;HS;Goods;C;"Zirconium; unwrought, powders, containing less than 1 part hafnium to 500 parts zirconium by weight";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5055;HS-C-810929;810929;HS;Goods;C;"Zirconium; unwrought, powders, containing not less than 1 part hafnium to 500 parts zirconium by weight";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5056;HS-C-810930;810930;HS;Goods;C;"Zirconium; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5057;HS-C-810931;810931;HS;Goods;C;"Zirconium; waste and scrap, containing less than 1 part hafnium to 500 parts zirconium by weight";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5058;HS-C-810939;810939;HS;Goods;C;"Zirconium; waste and scrap, containing not less than 1 part hafnium to 500 parts zirconium by weight";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5059;HS-C-810990;810990;HS;Goods;C;"Zirconium; other than unwrought, n.e.c. in heading no. 8109";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5060;HS-C-810991;810991;HS;Goods;C;"Zirconium; other than unwrought, n.e.c. in heading no. 8109, containing less than 1 part hafnium to 500 parts zirconium by weight";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0955;G-LVL03-IDX-5061;HS-C-810999;810999;HS;Goods;C;"Zirconium; other than unwrought, n.e.c. in heading no. 8109, containing not less than 1 part hafnium to 500 parts zirconium by weight";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0956;G-LVL03-IDX-5062;HS-C-811000;811000;HS;Goods;C;Antimony, articles thereof, waste or scrap;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0956;G-LVL03-IDX-5063;HS-C-811010;811010;HS;Goods;C;"Antimony and articles thereof; unwrought antimony, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0956;G-LVL03-IDX-5064;HS-C-811020;811020;HS;Goods;C;"Antimony; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0956;G-LVL03-IDX-5065;HS-C-811090;811090;HS;Goods;C;"Antimony and articles thereof; wrought, other than waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0957;G-LVL03-IDX-5066;HS-C-811100;811100;HS;Goods;C;"Manganese; articles thereof, including waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5067;HS-C-811211;811211;HS;Goods;C;Beryllium, unwrought, waste or scrap/powders;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5068;HS-C-811212;811212;HS;Goods;C;"Beryllium and articles thereof; unwrought beryllium, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5069;HS-C-811213;811213;HS;Goods;C;"Beryllium; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5070;HS-C-811219;811219;HS;Goods;C;"Beryllium and articles thereof; wrought other than waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5071;HS-C-811220;811220;HS;Goods;C;Chromium, articles thereof, waste or scrap/powders;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5072;HS-C-811221;811221;HS;Goods;C;"Chromium and articles thereof; unwrought chromium, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5073;HS-C-811222;811222;HS;Goods;C;"Chromium; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5074;HS-C-811229;811229;HS;Goods;C;"Chromium and articles thereof; wrought other than waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5075;HS-C-811230;811230;HS;Goods;C;Germanium, articles thereof, waste or scrap/powders;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5076;HS-C-811231;811231;HS;Goods;C;"Hafnium and articles thereof; unwrought, powders, waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5077;HS-C-811239;811239;HS;Goods;C;"Hafnium and articles thereof; wrought, other than powders, waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5078;HS-C-811240;811240;HS;Goods;C;Vanadium, articles thereof, waste or scrap/powders;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5079;HS-C-811241;811241;HS;Goods;C;"Rhenium and articles thereof; unwrought, powders, waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5080;HS-C-811249;811249;HS;Goods;C;"Rhenium and articles thereof; wrought, other than powders, waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5081;HS-C-811251;811251;HS;Goods;C;"Thallium and articles thereof; unwrought thallium, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5082;HS-C-811252;811252;HS;Goods;C;"Thallium; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5083;HS-C-811259;811259;HS;Goods;C;"Thallium and articles thereof; other than unwrought thallium, powders or waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5084;HS-C-811261;811261;HS;Goods;C;"Cadmium; waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5085;HS-C-811269;811269;HS;Goods;C;"Cadmium; other than waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5086;HS-C-811291;811291;HS;Goods;C;Rare earths/metals nes, unwrought/waste or scrap;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5087;HS-C-811292;811292;HS;Goods;C;"Gallium, germanium, indium, niobium (columbium) and vanadium; articles thereof, unwrought, including waste and scrap, powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0958;G-LVL03-IDX-5088;HS-C-811299;811299;HS;Goods;C;"Gallium, germanium, indium, niobium (columbium) and vanadium; articles thereof, other than unwrought including waste and scrap and powders";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0959;G-LVL03-IDX-5089;HS-C-811300;811300;HS;Goods;C;"Cermets; articles thereof, including waste and scrap";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0960;G-LVL03-IDX-5090;HS-C-820110;820110;HS;Goods;C;"Tools, hand; spades and shovels";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0960;G-LVL03-IDX-5091;HS-C-820120;820120;HS;Goods;C;Forks (hand tools);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0960;G-LVL03-IDX-5092;HS-C-820130;820130;HS;Goods;C;"Tools, hand; mattocks, picks, hoes and rakes";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0960;G-LVL03-IDX-5093;HS-C-820140;820140;HS;Goods;C;"Tools, hand; axes, bill hooks and similar hewing tools, of a kind used in agriculture, horticulture or forestry";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0960;G-LVL03-IDX-5094;HS-C-820150;820150;HS;Goods;C;"Tools, hand; one-handed secateurs (including poultry shears)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0960;G-LVL03-IDX-5095;HS-C-820160;820160;HS;Goods;C;"Tools, hand; hedge shears, two-handed pruning shears and similar two-handed shears";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0960;G-LVL03-IDX-5096;HS-C-820190;820190;HS;Goods;C;"Tools, hand; forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0961;G-LVL03-IDX-5097;HS-C-820210;820210;HS;Goods;C;"Tools, hand; hand saws";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0961;G-LVL03-IDX-5098;HS-C-820220;820220;HS;Goods;C;"Tools, hand; band saw blades";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0961;G-LVL03-IDX-5099;HS-C-820231;820231;HS;Goods;C;"Tools, hand; circular saw blades (including slitting or slotting saw blades), with working part of steel";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0961;G-LVL03-IDX-5100;HS-C-820232;820232;HS;Goods;C;Circular saw blades, working part other than steel;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0961;G-LVL03-IDX-5101;HS-C-820239;820239;HS;Goods;C;"Tools, hand; circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0961;G-LVL03-IDX-5102;HS-C-820240;820240;HS;Goods;C;"Tools, hand; chain saw blades";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0961;G-LVL03-IDX-5103;HS-C-820291;820291;HS;Goods;C;"Tools, hand; straight saw blades, for working metal";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0961;G-LVL03-IDX-5104;HS-C-820299;820299;HS;Goods;C;"Tools, hand; saw blades n.e.c. in heading no. 8202";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0962;G-LVL03-IDX-5105;HS-C-820310;820310;HS;Goods;C;"Tools, hand; files, rasps and similar tools";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0962;G-LVL03-IDX-5106;HS-C-820320;820320;HS;Goods;C;"Tools, hand; pliers (including cutting pliers), pincers, tweezers and similar tools";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0962;G-LVL03-IDX-5107;HS-C-820330;820330;HS;Goods;C;"Tools, hand; metal cutting shears and similar tools";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0962;G-LVL03-IDX-5108;HS-C-820340;820340;HS;Goods;C;"Tools, hand; pipe-cutters, bolt croppers, perforating punches and similar tools";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0963;G-LVL03-IDX-5109;HS-C-820411;820411;HS;Goods;C;"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0963;G-LVL03-IDX-5110;HS-C-820412;820412;HS;Goods;C;"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0963;G-LVL03-IDX-5111;HS-C-820420;820420;HS;Goods;C;"Tools, hand; interchangeable spanner sockets, with or without handles";2023-06-27 13:59:10;Eastern Standard Time
