pk;pk_l1;pk_l2;pk_l3;un_pk_l0;un_pk_l1;un_pk_l2;un_pk_l3;un_code_l1;un_code_l2;un_code_l3;classificationDesc;classificationType;typeCode;desc_l1;desc_l2;desc_l3
G-LVL01-IDX-0083-G-LVL02-IDX-1038-G-LVL03-IDX-5540;G-LVL01-IDX-0083;G-LVL02-IDX-1038;G-LVL03-IDX-5540;HS-C-TOTAL;HS-C-84;HS-C-8453;HS-C-845310;84;8453;845310;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines;"Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1038-G-LVL03-IDX-5541;G-LVL01-IDX-0083;G-LVL02-IDX-1038;G-LVL03-IDX-5541;HS-C-TOTAL;HS-C-84;HS-C-8453;HS-C-845320;84;8453;845320;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines;"Machinery; for making or repairing footwear, other than sewing machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1038-G-LVL03-IDX-5542;G-LVL01-IDX-0083;G-LVL02-IDX-1038;G-LVL03-IDX-5542;HS-C-TOTAL;HS-C-84;HS-C-8453;HS-C-845380;84;8453;845380;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines;"Machinery; for making or repairing articles of hides, skins or leather, other than sewing machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1038-G-LVL03-IDX-5543;G-LVL01-IDX-0083;G-LVL02-IDX-1038;G-LVL03-IDX-5543;HS-C-TOTAL;HS-C-84;HS-C-8453;HS-C-845390;84;8453;845390;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines;"Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1039-G-LVL03-IDX-5544;G-LVL01-IDX-0083;G-LVL02-IDX-1039;G-LVL03-IDX-5544;HS-C-TOTAL;HS-C-84;HS-C-8454;HS-C-845410;84;8454;845410;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries";"Converters; of a type used in metallurgy or in metal foundries"
G-LVL01-IDX-0083-G-LVL02-IDX-1039-G-LVL03-IDX-5545;G-LVL01-IDX-0083;G-LVL02-IDX-1039;G-LVL03-IDX-5545;HS-C-TOTAL;HS-C-84;HS-C-8454;HS-C-845420;84;8454;845420;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries";"Ingot moulds and ladles; of a kind used in metallurgy or in metal foundries"
G-LVL01-IDX-0083-G-LVL02-IDX-1039-G-LVL03-IDX-5546;G-LVL01-IDX-0083;G-LVL02-IDX-1039;G-LVL03-IDX-5546;HS-C-TOTAL;HS-C-84;HS-C-8454;HS-C-845430;84;8454;845430;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries";"Casting machines; of a kind used in metallurgy or in metal foundries"
G-LVL01-IDX-0083-G-LVL02-IDX-1039-G-LVL03-IDX-5547;G-LVL01-IDX-0083;G-LVL02-IDX-1039;G-LVL03-IDX-5547;HS-C-TOTAL;HS-C-84;HS-C-8454;HS-C-845490;84;8454;845490;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries";"Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries"
G-LVL01-IDX-0083-G-LVL02-IDX-1040-G-LVL03-IDX-5548;G-LVL01-IDX-0083;G-LVL02-IDX-1040;G-LVL03-IDX-5548;HS-C-TOTAL;HS-C-84;HS-C-8455;HS-C-845510;84;8455;845510;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Metal-rolling mills and rolls therefor;"Metal-rolling mills; tube mills"
G-LVL01-IDX-0083-G-LVL02-IDX-1040-G-LVL03-IDX-5549;G-LVL01-IDX-0083;G-LVL02-IDX-1040;G-LVL03-IDX-5549;HS-C-TOTAL;HS-C-84;HS-C-8455;HS-C-845521;84;8455;845521;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Metal-rolling mills and rolls therefor;"Metal-rolling mills; hot or combination hot and cold rolling mills"
G-LVL01-IDX-0083-G-LVL02-IDX-1040-G-LVL03-IDX-5550;G-LVL01-IDX-0083;G-LVL02-IDX-1040;G-LVL03-IDX-5550;HS-C-TOTAL;HS-C-84;HS-C-8455;HS-C-845522;84;8455;845522;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Metal-rolling mills and rolls therefor;"Metal-rolling mills; cold"
G-LVL01-IDX-0083-G-LVL02-IDX-1040-G-LVL03-IDX-5551;G-LVL01-IDX-0083;G-LVL02-IDX-1040;G-LVL03-IDX-5551;HS-C-TOTAL;HS-C-84;HS-C-8455;HS-C-845530;84;8455;845530;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Metal-rolling mills and rolls therefor;"Metal-rolling mills; rolls thereof"
G-LVL01-IDX-0083-G-LVL02-IDX-1040-G-LVL03-IDX-5552;G-LVL01-IDX-0083;G-LVL02-IDX-1040;G-LVL03-IDX-5552;HS-C-TOTAL;HS-C-84;HS-C-8455;HS-C-845590;84;8455;845590;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Metal-rolling mills and rolls therefor;"Metal-rolling mills; parts thereof"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5553;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5553;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845610;84;8456;845610;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";"Machine-tools; for working any material by removal of material, operated by laser or other light or photon beam processes"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5554;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5554;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845611;84;8456;845611;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";"Machine-tools; for working any material by removal of material; operated by laser"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5555;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5555;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845612;84;8456;845612;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";"Machine-tools; for working any material by removal of material; operated by other light or photon beam processes (not laser)"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5556;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5556;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845620;84;8456;845620;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";"Machine-tools; for working any material by removal of material, operated by ultrasonic processes"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5557;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5557;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845630;84;8456;845630;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";"Machine-tools; for working any material by removal of material, operated by electro-discharge processes"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5558;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5558;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845640;84;8456;845640;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";"Machine tools; for working any material by removal of material; operated by plasma arc processes;"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5559;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5559;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845650;84;8456;845650;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";"Machine tools; for working any material by removal of material; operated by water-jet cutting machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5560;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5560;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845690;84;8456;845690;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";"Machine tools; for working any material by removal of material; operated by other processes n.e.c. in heading 8456"
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5561;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5561;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845691;84;8456;845691;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";Mach-tls f dry-etching p
G-LVL01-IDX-0083-G-LVL02-IDX-1041-G-LVL03-IDX-5562;G-LVL01-IDX-0083;G-LVL02-IDX-1041;G-LVL03-IDX-5562;HS-C-TOTAL;HS-C-84;HS-C-8456;HS-C-845699;84;8456;845699;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines";Mach-tls f work mat by r
G-LVL01-IDX-0083-G-LVL02-IDX-1042-G-LVL03-IDX-5563;G-LVL01-IDX-0083;G-LVL02-IDX-1042;G-LVL03-IDX-5563;HS-C-TOTAL;HS-C-84;HS-C-8457;HS-C-845710;84;8457;845710;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machining centres, unit construction machines (single station) and multi-station transfer machines for working metal;"Machining centres; for working metal"
G-LVL01-IDX-0083-G-LVL02-IDX-1042-G-LVL03-IDX-5564;G-LVL01-IDX-0083;G-LVL02-IDX-1042;G-LVL03-IDX-5564;HS-C-TOTAL;HS-C-84;HS-C-8457;HS-C-845720;84;8457;845720;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machining centres, unit construction machines (single station) and multi-station transfer machines for working metal;"Machines; unit construction machines (single station), for working metal"
G-LVL01-IDX-0083-G-LVL02-IDX-1042-G-LVL03-IDX-5565;G-LVL01-IDX-0083;G-LVL02-IDX-1042;G-LVL03-IDX-5565;HS-C-TOTAL;HS-C-84;HS-C-8457;HS-C-845730;84;8457;845730;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machining centres, unit construction machines (single station) and multi-station transfer machines for working metal;"Metal machines; multi-station transfer machines, for working metal"
G-LVL01-IDX-0083-G-LVL02-IDX-1043-G-LVL03-IDX-5566;G-LVL01-IDX-0083;G-LVL02-IDX-1043;G-LVL03-IDX-5566;HS-C-TOTAL;HS-C-84;HS-C-8458;HS-C-845811;84;8458;845811;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Lathes for removing metal;"Lathes; for removing metal, horizontal, numerically controlled"
G-LVL01-IDX-0083-G-LVL02-IDX-1043-G-LVL03-IDX-5567;G-LVL01-IDX-0083;G-LVL02-IDX-1043;G-LVL03-IDX-5567;HS-C-TOTAL;HS-C-84;HS-C-8458;HS-C-845819;84;8458;845819;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Lathes for removing metal;"Lathes; for removing metal, horizontal, other than numerically controlled"
G-LVL01-IDX-0083-G-LVL02-IDX-1043-G-LVL03-IDX-5568;G-LVL01-IDX-0083;G-LVL02-IDX-1043;G-LVL03-IDX-5568;HS-C-TOTAL;HS-C-84;HS-C-8458;HS-C-845891;84;8458;845891;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Lathes for removing metal;"Lathes; for removing metal, numerically controlled, other than horizontal lathes"
G-LVL01-IDX-0083-G-LVL02-IDX-1043-G-LVL03-IDX-5569;G-LVL01-IDX-0083;G-LVL02-IDX-1043;G-LVL03-IDX-5569;HS-C-TOTAL;HS-C-84;HS-C-8458;HS-C-845899;84;8458;845899;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Lathes for removing metal;"Lathes; for removing metal, other than horizontal or numerically controlled lathes"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5570;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5570;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845910;84;8459;845910;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5571;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5571;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845921;84;8459;845921;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; for drilling by removing metal, numerically controlled"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5572;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5572;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845929;84;8459;845929;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; for drilling by removing metal, other than numerically controlled"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5573;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5573;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845931;84;8459;845931;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; for boring-milling by removing metal, numerically controlled"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5574;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5574;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845939;84;8459;845939;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; for boring-milling by removing metal, other than numerically controlled"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5575;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5575;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845940;84;8459;845940;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; for boring by removing metal, n.e.c. in item no. 8459.31 and 8459.39"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5576;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5576;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845941;84;8459;845941;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; for boring by removing metal, numerically controlled boring machines, n.e.c. in heading 8459"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5577;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5577;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845949;84;8459;845949;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; for boring by removing metal, not numerically controlled boring machines, n.e.c. in heading 8459"
G-LVL01-IDX-0083-G-LVL02-IDX-1044-G-LVL03-IDX-5578;G-LVL01-IDX-0083;G-LVL02-IDX-1044;G-LVL03-IDX-5578;HS-C-TOTAL;HS-C-84;HS-C-8459;HS-C-845951;84;8459;845951;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458";"Machine-tools; for milling by removing metal, knee-type, numerically controlled"
